instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_EQ|IN002024Y191,24771,182D060225,GOI TBILL 182D-06/02/25,98.62,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y233,25112,182D060325,GOI TBILL 182D-06/03/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y308,27014,182D080525,GOI TBILL 182D-08/05/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y159,24426,182D090125,GOI TBILL 182D-09/01/25,98.4,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y266,25778,182D100425,GOI TBILL 182D-10/04/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y118,24060,182D121224,GOI TBILL 182D-12/12/24,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y241,25220,182D130325,GOI TBILL 182D-13/03/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y209,24845,182D140225,GOI TBILL 182D-14/02/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y316,27119,182D150525,GOI TBILL 182D-15/05/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y167,24495,182D170125,GOI TBILL 182D-17/01/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y274,25823,182D170425,GOI TBILL 182D-17/04/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y126,24093,182D191224,GOI TBILL 182D-19/12/24,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y217,24897,182D200225,GOI TBILL 182D-20/02/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y175,24573,182D230125,GOI TBILL 182D-23/01/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y324,27156,182D230525,GOI TBILL 182D-23/05/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y282,25888,182D240425,GOI TBILL 182D-24/04/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y134,24212,182D261224,GOI TBILL 182D-26/12/24,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y225,24982,182D270225,GOI TBILL 182D-27/02/25,98.25,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Y183,24668,182D300125,GOI TBILL 182D-30/01/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE387I07013,23111,18MVL27,MAGNUM VENTURES 18% 2027,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE144J01027,16925,20MICRONS,20 MICRONS LTD,229.8,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE253B01015,7750,21STCENMGM,21ST CENTURY MGMT SERVICE,97.93,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE466L01038,13061,360ONE,360 ONE WAM LIMITED,1092.15,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN002023Z422,21172,364D020125,GOI TBILL 364D-02/01/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z057,23646,364D020525,GOI TBILL 364D-02/05/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z016,23437,364D030425,GOI TBILL 364D-03/04/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z149,24346,364D030725,GOI TBILL 364D-03/07/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z255,25683,364D031025,GOI TBILL 364D-03/10/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z230,25113,364D040925,GOI TBILL 364D-04/09/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z107,23994,364D050625,GOI TBILL 364D-05/06/25,96.3,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002023Z380,20405,364D051224,GOI TBILL 364D-05/12/24,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002023Z471,22629,364D060225,GOI TBILL 364D-06/02/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002023Z521,23005,364D060325,GOI TBILL 364D-06/03/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z305,27015,364D061125,GOI TBILL 364D-06/11/25,93.79,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z198,24772,364D070825,GOI TBILL 364D-07/08/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z065,23686,364D080525,GOI TBILL 364D-08/05/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002023Z430,21305,364D090125,GOI TBILL 364D-09/01/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z263,25779,364D091025,GOI TBILL 364D-09/10/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z156,24427,364D100725,GOI TBILL 364D-10/07/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z024,23501,364D110425,GOI TBILL 364D-11/04/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z248,25221,364D110925,GOI TBILL 364D-11/09/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z115,24062,364D120625,GOI TBILL 364D-12/06/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002023Z398,20487,364D121224,GOI TBILL 364D-12/12/24,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002023Z489,22710,364D130225,GOI TBILL 364D-13/02/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002023Z539,23108,364D130325,GOI TBILL 364D-13/03/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z313,27120,364D131125,GOI TBILL 364D-13/11/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z073,23763,364D150525,GOI TBILL 364D-15/05/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z206,24846,364D150825,GOI TBILL 364D-15/08/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002023Z448,21570,364D160125,GOI TBILL 364D-16/01/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z271,25824,364D161025,GOI TBILL 364D-16/10/25,94,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z032,23550,364D180425,GOI TBILL 364D-18/04/25,97,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z164,24496,364D180725,GOI TBILL 364D-18/07/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z123,24095,364D190625,GOI TBILL 364D-19/06/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002023Z406,20719,364D191224,GOI TBILL 364D-19/12/24,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002023Z505,22763,364D200225,GOI TBILL 364D-20/02/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002023Z547,23221,364D200325,GOI TBILL 364D-20/03/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z214,24898,364D210825,GOI TBILL 364D-21/08/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z321,27157,364D211125,GOI TBILL 364D-21/11/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002023Z455,21952,364D230125,GOI TBILL 364D-23/01/25,98.9,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z081,23821,364D230525,GOI TBILL 364D-23/05/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z289,25889,364D231025,GOI TBILL 364D-23/10/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z040,23602,364D240425,GOI TBILL 364D-24/04/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z172,24574,364D240725,GOI TBILL 364D-24/07/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z131,24213,364D260625,GOI TBILL 364D-26/06/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002023Z414,20952,364D261224,GOI TBILL 364D-26/12/24,99.3,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002023Z513,22885,364D270225,GOI TBILL 364D-27/02/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002023Z562,23360,364D270325,GOI TBILL 364D-27/03/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z222,24983,364D280825,GOI TBILL 364D-28/08/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z099,23887,364D290525,GOI TBILL 364D-29/05/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002023Z463,22512,364D300125,GOI TBILL 364D-30/01/25,98.84,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z297,25972,364D301025,GOI TBILL 364D-30/10/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN002024Z180,24669,364D310725,GOI TBILL 364D-31/07/25,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE748C01038,6232,3IINFOLTD,3I INFOTECH LIMITED,26.48,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE470A01017,474,3MINDIA,3M INDIA LIMITED,31747.75,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|INE105C01023,2595,3PLAND,3P LAND HOLDINGS LIMITED,66.7,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|INE768P01012,5621,3RDROCK,3RD ROCK MULTIMEDIA LTD,0,,,0.05,5200,EQUITY,,NSE_EQ
NSE_EQ|IN0020200278,1054,515GS2025,GOI LOAN  5.15% 2025,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN0020200112,18976,522GS2025,GOI LOAN 5.22% 2025,100.04,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1220200159,1210,532AS25,SDL AS 5.32% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220200191,1821,532AS26,SDL AS 5.32% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3520200061,1209,532CG25,SDL CG 5.32% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920200531,1700,532RJ25,SDL RJ 5.32% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3520200053,971,535CG25,SDL CG 5.35% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920200523,1513,535RJ25,SDL RJ 5.35% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3520200046,835,538CG25,SDL CG 5.38% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920200580,2011,539RJ25,SDL RJ 5.39% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320200109,1207,53BR25,SDL BR 5.3% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1420200223,1697,541GA25,SDL GA 5.41% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920200218,22022,545RJ25,SDL RJ 5.45% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3820200068,2012,546PY25,SDL PY 5.46% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920200283,22300,549RJ25,SDL RJ 5.49% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020200142,21917,553KL25,SDL KL 5.53% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN0020210012,3202,563GS2026,GOI LOAN  5.63% 2026,99.25,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2920200101,22052,565RJ25,SDL RJ 5.65% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120210080,4562,565TN25,SDL TN 5.65% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320200117,1886,572BR26,SDL BR 5.72% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN0020210186,6695,574GS2026,GOI LOAN  5.74% 2026,97.75,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920200061,21928,575KA25,SDL KA 5.75% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3820200035,836,575PY26,SDL PY 5.75% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920200127,22055,575RJ25,SDL RJ 5.75% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120200081,22105,575TN25,SDL TN 5.75% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520210155,7809,577GJ25,SDL GJ 5.77% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520210189,8008,577GJ25A,SDL GJ 5.77% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN0020200153,22292,577GS2030,GOI LOAN 5.77% 2030,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2020200126,21902,577KL25,SDL KL 5.77% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN0020200070,18857,579GS2030,GOI LOAN 5.79% 2030,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920200079,21927,57KA26,SDL KA 5.7% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320200133,1936,582BR26,SDL BR 5.82% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920200556,1824,582RJ27,SDL RJ 5.82% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN0020200294,1341,585GS2030,GOI LOAN  5.85% 2030,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3520200087,1703,588CG26,SDL CG 5.88% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520200321,3049,588GJ25,SDL GJ 5.88% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020200102,20697,589AP25,SDL AP 5.89% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920200333,22404,589RJ25,SDL RJ 5.89% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220210263,8009,58MH25,SDL MH 5.8% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920200077,22046,58RJ25,SDL RJ 5.8% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020200076,21911,591KL25,SDL KL 5.91% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3520200079,1449,593CG26,SDL CG 5.93% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920200770,2665,593RJ25,SDL RJ 5.93% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3520200038,423,594CG25,SDL CG 5.94% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920210019,3194,594RJ25,SDL RJ 5.94% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120200057,22121,595TN25,SDL TN 5.95% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3820210018,5880,596PY26,SDL PY 5.96% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3520200095,1887,597CG27,SDL CG 5.97% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN0020030071,6871,597GS2025,GOI LOAN 5.97% 2025,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2120210025,5525,599MP26,SDL MP 5.99% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520200077,22184,59TS25,SDL TS 5.9% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE618L01018,445,5PAISA,5PAISA CAPITAL LIMITED,488.4,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN0020020247,6866,601GS2028,GOI LOAN 6.01% 2028,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2920210316,5994,601RJ26,SDL RJ 6.01% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920190435,22069,603RJ25,SDL RJ 6.03% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220200076,418,604AS25,SDL AS 6.04% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220210158,7038,604AS26,SDL AS 6.04% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520210130,6209,604GJ26,SDL GJ 6.04% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020200183,22403,604KL25,SDL KL 6.04% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220200043,62,605AS25,SDL AS 6.05% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920210142,4570,605RJ26,SDL RJ 6.05% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920210381,6987,607RJ26,SDL RJ 6.07% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220210091,6304,609AS26,SDL AS 6.09% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920200095,21930,609KA28,SDL KA 6.09% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920200648,2125,609RJ26,SDL RJ 6.09% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN0020210095,5012,610GS2031,GOI LOAN  6.10% 2031,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1920200087,21929,612KA27,SDL KA 6.12% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN0020030022,6868,613GS2028,GOI LOAN 6.13% 2028,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2920210068,3516,613RJ26,SDL RJ 6.13% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2020200233,1709,617KL27,SDL KL 6.17% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520200069,22194,617TS25,SDL TS 6.17% 2025,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520200339,3058,618GJ26,SDL GJ 6.18% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520210171,7892,618GJ26A,SDL GJ 6.18% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220200258,2123,619AS26,SDL AS 6.19% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN0020200096,18973,619GS2034,GOI LOAN 6.19% 2034,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN3520200103,2013,61CG27,SDL CG 6.1% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920210084,3638,61RJ26,SDL RJ 6.1% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920200440,837,61RJ27,SDL RJ 6.1% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220200274,2224,621AS26,SDL AS 6.21% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN0020200245,953,622GS2035,GOI LOAN  6.22% 2035,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN2020200225,1361,622KL27,SDL KL 6.22% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920210290,5877,623RJ27,SDL RJ 6.23% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1620200031,21640,624HR26,SDL HR 6.24% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220210214,5330,624MH26,SDL MH 6.24% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220200116,21947,624MH28,SDL MH 6.24% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920210183,4863,624RJ26,SDL RJ 6.24% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4520200085,22187,624TS26,SDL TS 6.24% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220210026,5226,625AS26,SDL AS 6.25% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920210241,5078,627RJ26,SDL RJ 6.27% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520210098,5524,628GJ27,SDL GJ 6.28% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720190157,21140,629HP26,SDL HP 6.29% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920210225,5025,629RJ26,SDL RJ 6.29% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920210407,7500,629RJ26A,SDL RJ 6.29% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920210464,8010,62RJ26,SDL RJ 6.2% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920200267,22272,62RJ27,SDL RJ 6.2% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1920200129,22302,632KA28,SDL KA 6.32% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220210018,4982,633AS26,SDL AS 6.33% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220210182,7495,633AS26A,SDL AS 6.33% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120200222,22135,633TN30,SDL TN 6.33% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920210340,6307,634RJ27,SDL RJ 6.34% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020200110,20572,635AP27,SDL AP 6.35% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220200314,1212,635MH28,SDL MH 6.35% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1720200030,22267,636HP28,SDL HP 6.36% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220210230,5467,638MH27,SDL MH 6.38% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020200136,21647,639AP26,SDL AP 6.39% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320210017,3650,639BR27,SDL BR 6.39% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|INE111B01023,11868,63MOONS,63 MOONS TECHNOLOGIES LTD,579.9,,,0.05,1,EQUITY,,NSE_EQ
NSE_EQ|IN3820200076,2372,63PY26,SDL PY 6.3% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3820210042,7153,63PY27,SDL PY 6.3% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1420200082,21040,641GA30,SDL GA 6.41% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3120200214,22103,641TN30,SDL TN 6.41% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1420200165,852,642GA30,SDL GA 6.42% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2320200040,21919,642MN30,SDL MN 6.42% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2820200094,22298,642PN30,SDL PN 6.42% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3320200154,849,642UP30,SDL UP 6.42% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1020200458,976,643AP30,SDL AP 6.43% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1220200340,2733,643AS26,SDL AS 6.43% 2026,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220210222,5414,643MH27,SDL MH 6.43% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920210431,7867,643RJ27,SDL RJ 6.43% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3620200029,22451,643UK30,SDL UK 6.43% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520200081,20601,644GJ29,SDL GJ 6.44% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520200115,22337,644GJ29A,SDL GJ 6.44% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220200124,22342,644MH28,SDL MH 6.44% 2028,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3620200060,853,644UK30,SDL UK 6.44% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3320200063,22262,644UP30,SDL UP 6.44% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1320210025,3695,645BR27,SDL BR 6.45% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520200131,22448,645GJ30,SDL GJ 6.45% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520200248,1827,645GJ30A,SDL GJ 6.45% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN0020190362,13472,645GS2029,GOI LOAN 6.45% 2029,0,,,0.01,1,EQUITY,,NSE_EQ
NSE_EQ|IN1720200071,838,645HP29,SDL HP 6.45% 2029,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2220200249,599,645MH27,SDL MH 6.45% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2420200023,22449,645ML30,SDL ML 6.45% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2320200057,22301,645MN30,SDL MN 6.45% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920200614,2071,645RJ27,SDL RJ 6.45% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920210449,7894,645RJ27A,SDL RJ 6.45% 2027,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920200457,855,645RJ30,SDL RJ 6.45% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN1520200198,982,646GJ30,SDL GJ 6.46% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN4920200065,22303,646JK30,SDL JK 6.46% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920200317,22340,646RJ30,SDL RJ 6.46% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN2920200358,22450,646RJ30A,SDL RJ 6.46% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
NSE_EQ|IN3420200070,22269,646WB30,SDL WB 6.46% 2030,0,,,0.01,100,EQUITY,,NSE_EQ
